name,host_id,room_type,price,minimum_nights,number_of_reviews
Apartment on the beach,114586828,Entire home/apt,130,2,40
Fabulous walk to the beach!Gorgeous 3BR/2BA house!,114665005,Entire home/apt,250,7,31
Nice private room in townhouse style condo,112950309,Private room,45,1,8
Marion's Paradise,114704458,Private room,50,2,78
Private Entrance Double Room close to Beach,12165631,Private room,69,2,59
The Place,154498,Private room,58,2,57
MAGNIFICENT POINT LOT NEAR FT. LAUD. & MIAMI BEACH,22381262,Entire home/apt,625,10,3
Gentle Waves Love Nest,102139523,Entire home/apt,88,5,74
Bamboo Paradise,35625388,Entire home/apt,45,1,43
LUXURY HOME,78698661,Entire home/apt,250,31,28
Beautiful Room with Private Bath - Paradise awaits,115146688,Private room,50,3,66
Private suite near Sawgrass Mall and BBT Center,50280019,Entire home/apt,60,1,2
Beach Block Bungalow. Clean  safe and cozy. A2,25965138,Entire home/apt,112,4,20
Wyndham Santa Barbara Studio,109904033,Private room,186,3,0
Private room with bathroom and balcony.,42155778,Private room,65,1,266
PRIVATE ROOMS ON HOUSE BY THE LAKE.,109375812,Private room,100,2,17
Room in Cooper City  Florida,109375812,Private room,55,2,0
Coral Springs Cozy Getaway,115392158,Private room,50,2,9
Well located bright apartment,7814856,Entire home/apt,150,60,0
Island Oasis Home in Deerfield Beach,105375295,Entire home/apt,380,3,86
Beach Resort / 2 bed room Penthouse / Ocean view,5611017,Entire home/apt,135,7,27
The Blue Orchid,102139523,Entire home/apt,84,5,53
Oceans beach resort Junior APT,115818081,Hotel room,220,1,1
~~~  WATERFRONT HEATED POOL HOME NEAR BEACH ~~~,6479472,Entire home/apt,312,28,27
Private  room in Plantation hi speed intrnt + desk,8185224,Private room,54,20,8
Beachwalk Resort 1 bed right across Beach07,109077240,Private room,139,1,0
Maison mobile Home (Breezy Hill),92623045,Entire home/apt,98,6,0
Mizner Place at Weston Town Center,115959814,Entire home/apt,150,7,2
NEW! Pristine Condo  < 4 Mi to Port Everglades!,90119256,Entire home/apt,80,1,334
The Tides Hollywood Beach FL Penthouse View 1BR/BA,24199235,Entire home/apt,90,7,20
Paradise Suite awaits you...  let me pamper you!,115146688,Private room,60,3,23
Delightful Hollywood Beach Studio,61590554,Entire home/apt,56,2,116
Nuevo paraíso sobre el mar,54622775,Entire home/apt,270,2,39
Spacious private bedroom with bunk bed,67594720,Private room,65,3,5
NEW LUXURIOUS OCEAN VIEW TWO BEDROOM APARTMENT!!!,115210746,Entire home/apt,399,2,1
Miami Hollywood Unique One Bedroom Hollywood Condo,31595811,Entire home/apt,87,1,2
LUXURIOUS OCEAN VIEW APARTMENT!!!,115210746,Private room,259,2,1
Pompano Beach: Palm Aire-1 bedroom,73776383,Entire home/apt,119,2,0
Great Area  Quiet  Cozy in a Great Location!,77672591,Entire home/apt,69,30,4
SIAN 7C - Modern Beach Front Condo 7th Floor,35291363,Entire home/apt,119,5,8
Sea Steps Suites- Queen Bed with kitchenette 25,6683557,Private room,170,1,1
Miami Hollywood Great 1 Bedroom with Channel View,31595811,Entire home/apt,87,1,1
HOLLWOOD BEACH HOUSE-Near the Beach & Young Circle,117328579,Entire home/apt,225,3,6
Private Queen bed with beach nearby,1581840,Private room,48,2,2
Tropical Island Vibes Get Away!!!,41839675,Private room,45,1,2
Comfort and Charming Studio in Downtown Las Olas!,49141031,Entire home/apt,120,2,35
Miami Hollywood Penthouse With Intracoastal View,31595811,Entire home/apt,128,1,8
BEACH WALK . 2 BEDROOM AND LIVING,44302618,Entire home/apt,210,3,27
Entire 3 br/2.5 bath house. amazing home/location,71026299,Entire home/apt,185,2,42
Adventure Villa W/ Paddle Boards + Kayak + Bikes,128242397,Entire home/apt,128,2,65
The Oasis,117812414,Entire home/apt,299,1,6
Seaside Hideaway,117975736,Entire home/apt,90,1,188
marilyn at next apartments #201,49213071,Entire home/apt,75,5,165
 LIL  PARADISE BY THE SEA,26438328,Entire home/apt,101,1,66
Secluded Cottage in Tropical Oasis,118249586,Entire home/apt,69,1,18
CAL KING - Mahogany Luxurious Pvt Bedroom,118140332,Private room,43,2,28
Tides Apartment Next Door to the Beach !,118347375,Entire home/apt,130,3,5
Two Bedroom Luxurious Beach Getaway,5634859,Entire home/apt,276,1,1
Maison mobile a louer a Pompano Beach en Floride,97759606,Entire home/apt,95,7,21
Vacation Village at Weston: 1-BR Type A  Sleep 4,27042710,Entire home/apt,95,7,4
Quiet clean in-law suite near Landmark & beach,25999881,Entire home/apt,86,2,34
Starfish Studio -with kitchen-walk to beach,103169200,Entire home/apt,96,2,108
Ocean View Paradise on the Sea,118714448,Entire home/apt,122,5,104
Studio private entrance  spot parking kitchenette,28313887,Entire home/apt,45,1,186
Amazing place in Hallandale Beach  BeachWalk,100352851,Entire home/apt,110,3,1
HYDE BEACH RESORT NEW APART BEAUTIFUL,11867654,Entire home/apt,142,3,18
Lovely House Heated Pool +Grill 3 bedrooms 2 Baths,117789079,Entire home/apt,171,3,74
Long Term Availability- !,441674,Entire home/apt,778,3,0
Luxurious Palm Aire Condo - 1 Bedroom Deluxe,100605868,Entire home/apt,118,2,10
Beachwalk Resort  1 Bed 05 right across the Beach,109077240,Entire home/apt,139,3,1
Upscale Condo,119130335,Entire home/apt,139,30,0
Studio  Walk to the Beach. Clean  safe and cozy.,25965138,Entire home/apt,115,3,39
Beautifully Renovated Home with Swimming pool,17643548,Entire home/apt,213,2,47
TOP RATED Hollywood Beach House! Mins to Beaches!,119358426,Entire home/apt,103,3,62
Tropical retreat,119130335,Entire home/apt,110,30,1
Family Gem Near Hollywood Beach & Downtown HolWood,47927331,Entire home/apt,120,2,11
Delightful MCM Style Steps from Wilton Drive !,25500370,Entire home/apt,110,3,16
Las Olas & Beach blocks away.,105965209,Entire home/apt,300,2,5
Best beach block location in Pompano Beach.,25965138,Entire home/apt,160,3,23
Deerfield Beach Two Bedrooms with Two Bathrooms,93934096,Private room,71,1,86
Luxury Beachfront In Hollywood,46943409,Entire home/apt,203,2,40
Riomar apartments,39068861,Entire home/apt,107,30,0
47' yacht 2 bed/2 bath priced same as 2hotel rooms,104551421,Entire home/apt,999,1,1
HYDE BEACH RESORT &  RESIDENCE 1 BEDROOM 25TH FL,2001930,Entire home/apt,185,5,0
Wayne&Georgia Bernards's Apartment,46645308,Shared room,80,1,0
Entire 1/1 condo great location walk to beach,71026299,Entire home/apt,68,1,86
Large Bedroom w/ Private bath (No Extra Fees),57539032,Private room,44,2,93
Beach Holiday at 2080 Condo on Hallandale Beach,34345742,Entire home/apt,91,30,5
Beach Chic!,81562288,Entire home/apt,65,1,237
Lavish Townhome: Hot Tub & Pool  Walk to Beach,104693659,Entire home/apt,208,2,20
Angel's Divine Sanctuary is close to Ocean Cruise,103232206,Entire home/apt,150,1,264
Bright & modern Florida getaway. LGBTQ (any human),2445830,Entire home/apt,400,2,19
Wyndham Palm Aire Resort  Pompano Beach  FL,106656264,Entire home/apt,225,3,0
Large 1/1 condo amazing location walk to beach,71026299,Entire home/apt,68,1,80
❤️#2: Brand New  1BR apt  Private Patio,4246703,Entire home/apt,62,1,194
Steps to the Beach Condo,14112543,Entire home/apt,90,7,50
Stay on a 32' yacht instead of a boring hotel.,104551421,Private room,149,2,31
BEAUTIFUL HOUSE NORTH HOLLYWOOD BEACH,62410494,Private room,66,3,6
Cozy Davie room,99006378,Private room,100,2,8
Amazing Oceanfront Studio Apartment -  Free WiFi,121325789,Entire home/apt,120,4,14
Beautiful ocean view studio on the beach!!,121702278,Entire home/apt,69,1,103
Le Sea Air 812 - Condo 2 people  Hollywood,163489673,Entire home/apt,118,28,1
PERFECT LOCATION* AMAZING 4/2 W POOL* SLEEPS MIAMI,29537330,Entire home/apt,225,3,79
Modern home in downtown Hollywood,67181618,Entire home/apt,160,1,17
Beachwalk Resort Spectacular  Studio05,109077240,Entire home/apt,99,3,6
A Cozy Florida Retreat  30 day min.,84529882,Entire home/apt,67,30,3
Hyde Resort - Soothing & Sophisticated 2/2 Condo,93012131,Entire home/apt,220,3,18
Private Oasis  Pool. Walk to Dining  Entertainment,46106023,Entire home/apt,218,1,83
LOCATION  LOCATION  AND LUXURY! 3 bedroom 3.5 bath,122733196,Entire home/apt,203,1,230
Lions Den Tropical Retreat,121104608,Private room,999,2,0
Beauty Studio/2 miles to Beach/Sleeps 5/WiFi/BBQ/8,2252443,Entire home/apt,69,2,49
Quaint Townhouse On Canal Walk To Town  Beach Park,2655323,Entire home/apt,500,5,5
Oceanfront HYDE HOTEL  2bdr/2bth Hallandale,123040203,Private room,257,14,79
Beautifully Updated Home- Close to All,19414765,Entire home/apt,86,5,42
Fort Lauderdale/Pompano Beach-Great Amenities,23853826,Entire home/apt,242,3,2
Unique  Private &Classic Florida Style Entire Home,122419794,Entire home/apt,128,3,43
Oasis Apartment,123489023,Entire home/apt,90,5,11
Bermuda Blue Beach Club #1 (1/1),123505173,Entire home/apt,120,3,89
Perfect location central to Las Olas/Wilton/Beach!,93904427,Entire home/apt,165,3,108
Private room  bathroom  & 3 friendly dogs.,25888444,Private room,45,1,81
Sea Steps Suites - King Bedroom w Refrigerator 15,6683557,Private room,140,1,10
Cozy Quaint & Quiet Haven & Close to Airport,32008478,Private room,70,1,11
Large open-concept home in quiet area,65130922,Entire home/apt,150,30,3
Sea Steps Suites- Queen Bedroom w fridge 20,6683557,Private room,160,1,3
Adorable Studio by Beach,20512179,Entire home/apt,80,2,18
The Place,1537627,Private room,40,2,2
Great South Florida Condo walk to the beach.,94417949,Entire home/apt,51,7,39
Cozy & Modern 1br Apt By Fort Lauderdale Airport,63473813,Entire home/apt,56,4,82
1 or 2 rooms    25 min to Miami  10 min to beach,124547719,Private room,40,1,267
Master Suite Directly on Tarpon River Now w/ Pool!,124569685,Entire home/apt,130,1,456
The Squirrel Upstairs,68127393,Entire home/apt,121,4,38
Sea Steps Suites - King Bedroom w Refrigerator 6,6683557,Private room,160,1,4
Male dorm in a lovely and safe place.,1915197,Shared room,30,1,37
Golf course 2/2 Apt  nr beach/airport  cruise port,124632523,Entire home/apt,125,2,88
BEACHWALK 2810  N.View 2BED/2BATH,14310639,Entire home/apt,148,2,19
Mid Century Modern/Heated Pool/walk everywhere!,69339037,Entire home/apt,350,3,78
BEACHWALK 0609 S.View 2BED/2BATH,14310639,Entire home/apt,138,2,28
Cozy Home in Fort Lauderdale!  Near bars & shops!,15958609,Entire home/apt,150,3,77
HYDE BEACH 03 / 1 BEDROOM UNIT WITH WATER VIEW,14310639,Entire home/apt,163,2,21
1 bed room with Direct Ocean view,5611017,Entire home/apt,90,7,21
Beachwalk Resort 04 Studio sleeps 4,109077240,Private room,95,1,8
Beach House with Private Pool & Tiki Bar,24124289,Entire home/apt,185,3,74
Modern studio steps from the sandy beach,24124289,Entire home/apt,80,2,109
Modern studio in the heart of Fort Lauderdale,235900,Entire home/apt,126,2,2
Bahama Beach Club One-Bedroom Apt #1,35784515,Entire home/apt,155,3,1
Tranquility in the City,51327287,Entire home/apt,128,1,17
Sea Steps Suites full Beds w Kitchenette 9,6683557,Private room,160,1,2
Hyde Resort & Residences 2 Bedroom *Premium* Suite,39182439,Entire home/apt,229,3,59
REDUCED RATES NOW - 1 BEDROOM-TERRACE & POOL Apt#2,92300341,Entire home/apt,85,3,13
REDUCED RATES NOW - 1 BEDROOM-TERRACE & POOL Apt#6,92300341,Entire home/apt,85,3,15
文藝小清新,89893049,Private room,100,2,2
Winter Escape at your private pool paradise!,119686264,Entire home/apt,199,21,67
Maison Gris,517176,Entire home/apt,1000,3,1
Amazing Apartment with Direct Access to Beach,905561,Entire home/apt,100,4,13
Cozy house in Pompano. 4 miles from beach.,38280726,Entire home/apt,70,1,121
Ample bedroom with free parking,930257,Private room,30,1,119
Newly renovated modern apartment near beach,126842028,Entire home/apt,125,1,46
Beach Studio - Estudio en la playa,38405941,Entire home/apt,56,2,100
Private Bedroom and Bath with pool/,126942357,Private room,65,1,0
Island City loft (Pool closed Oct for reno % off),74101258,Entire home/apt,67,3,37
Hollywood Beach/Ocean Side/Private/Parking/HH-02,2252443,Entire home/apt,58,2,140
Hollywood Beach/private/parking/BBQ/wifi/HH-01,2252443,Entire home/apt,54,2,109
Heated Pool & Hot Tub - Tropical Yard by the Beach,49024501,Entire home/apt,419,5,37
Beach Condo  with sea views,1038472,Entire home/apt,130,6,3
Luxurious Beach House: Better than Hotel: Safe,120139011,Entire home/apt,227,3,76
Secret Garden  Entire Home near TWO Downtowns!,2721040,Entire home/apt,130,2,83
BEACHWALK 1807  S.View 2BED/2BATH,14310639,Entire home/apt,142,2,28
Entire Private Guest House Walk to the beach,127192662,Entire home/apt,110,3,106
Beach Studio/Ocean Front/Sleeps 4/Parking/HH-03,2252443,Entire home/apt,53,2,108
Double room in St Clement,127192424,Private room,72,5,22
Ocean Dr on the Beach New Apartment,12878437,Private room,171,3,1
Beachwalk Villa,50211462,Entire home/apt,486,1,132
CLEAN BED private room airport.Good vibes are w!,1915197,Shared room,50,1,18
Ocean Side/Private/BBQ/WiFi/Parking/Beach/HH-04,2252443,Entire home/apt,58,2,168
Fort Lauderdale beach condo. (25+ age requirement),76217164,Entire home/apt,76,3,120
765 Private condo right on the BEACH & water view!,91667580,Entire home/apt,55,5,72
A Tropical Paradise in Wilton Manors,36243644,Entire home/apt,244,4,63
comfy home,127527274,Private room,50,1,49
Near Beach  Private Entrance  1 mile from Downtown,127668452,Entire home/apt,59,2,163
Comfy Cozy Condo,127676289,Entire home/apt,42,1,10
Modern Home w/Pool and Tiki Hut. Close to Las Olas,112867074,Entire home/apt,287,7,9
The Cozy Cottage,65886539,Entire home/apt,60,1,255
❤️Beach is OPEN!! PERFECT FAMILY RETREAT-King Bed❤️,127845565,Entire home/apt,115,3,100
Direct Ocean 1BR/1.5B with Fantastic Views,127993221,Entire home/apt,90,29,6
PRIVATE ROOM  COVID 19 protocols  nice place.,1915197,Shared room,55,1,26
Beach Gem Steps from the Ocean  Newly renovated,71858488,Entire home/apt,185,3,60
BEACHWALK 1809  S.View 2BED/2BATH,14310639,Entire home/apt,142,2,17
QUEEN - Blonde & Gold Luxurious Pvt Bedroom,118140332,Private room,42,3,36
QUEEN - Ivory Luxurious Pvt Bedroom,118140332,Private room,45,2,6
Fl. Hallandale Bch Golf view 2 bed apt 5  to beach,2862577,Entire home/apt,69,10,18
Cottage with pool on waterfront,104264681,Entire home/apt,66,3,86
TOP Location Deerfield Bch   Walk to the sand  328,472450,Entire home/apt,82,2,129
Spacious & Bright 2 BR on the Ocean w water views,101138512,Entire home/apt,129,3,6
Gorgeous Waterfront 4 Bd House with Pool and Yard,27054947,Entire home/apt,350,7,0
Hollywood beach two bedroom apartment,29415440,Entire home/apt,190,3,4
Covid Free Shared-Room,103610385,Shared room,12,1,63
Casa Captain Morgan at The Buccaneer First Floor,112121246,Entire home/apt,74,4,73
East Coast-FL-Fort Lauderdale-Palm-Aire 1 Bd Condo,602654,Entire home/apt,153,3,0
HardRockCasino/Fortlauderdale airport/ room,128757702,Private room,31,1,136
Wilton Manors Manhattan Apartment with HOT TUB,96579834,Entire home/apt,82,2,42
Beach Resort Condo 2BR Ocean View Steps to Beach,12088417,Entire home/apt,125,2,49
Private room in North  Lauderdale,128783854,Private room,92,3,0
Fort Lauderdale Loft House,128785455,Entire home/apt,225,3,46
My house,101664225,Private room,35,2,24
Ocean View Luxury Hollywood Beach Condo,95490806,Entire home/apt,79,30,1
SAWGRASS  BEAUTIFUL ROOM WALKING Distanto the Mall,56139365,Private room,99,1,97
Miami  Beachwalk two double beds,129120009,Entire home/apt,83,1,8
Magic Beach Apartment,129018270,Entire home/apt,100,30,10
MIAMI  HALLANDALE BEACH APART. ONE BEDROOM,129120009,Hotel room,127,2,3
BEACHWALK 0605  S.View 2BED/2BATH,14310639,Private room,135,2,20
Sea Steps Suites Queen Bedroom w refrigerator 8,6683557,Private room,140,1,2
BEACHWALK 0404 UNIQUE APARTMENT 2BED/2BATH,14310639,Entire home/apt,130,2,17
Sea Steps Suites King Bedroom w Kitchenette 11,6683557,Private room,170,1,3
"!!AMAZING ROOM !!
Free Coffee  Water and Snacks !",129226826,Private room,65,1,31
Spacious + New 3 Bedroom Condo,134293189,Entire home/apt,295,3,23
CASA DE MAYAN: David Cassidy's former mansion,129327411,Entire home/apt,1475,3,18
Kanda Zen Apt 5 - You're going to LOVE this place!,3946792,Entire home/apt,165,3,15
Beautiful Casa Villa w/ Pool close to the beach!,129475564,Entire home/apt,425,2,47
Beautiful 1-1 Suite Near the Beach!,129490589,Entire home/apt,71,2,37
Hyde Beach Resort 1 Bedroom Apartment,109077240,Entire home/apt,159,3,14
Townhome in Hollywood   clean  Art-deco  2 floors.,123263243,Private room,50,1,23
Boutique Beach Studio - Steps from the Beach,129558938,Entire home/apt,109,2,7
Room for rent in Miramar,129561698,Private room,70,1,0
FULL BED WITH TRUNDLE TWIN EXC.LOCAT. 3MtoBEACH.R2,87107653,Private room,38,2,38
Island Vacation Home,129601155,Entire home/apt,300,2,38
Open July 4th Best Deal In Town,117702156,Entire home/apt,257,5,10
SWEET VACATION HOUSE  5 MINUTES TO BEACH,129607726,Entire home/apt,301,5,46
Walk to Beach  Private Pool  Modern Beach Home,51218882,Entire home/apt,418,4,14
Luxury 2/2 apartment Hotel Resort Hyde beach,129625164,Entire home/apt,302,2,59
XL 5 stars  studio apartment #205,49213071,Entire home/apt,61,2,135
COZY PRIVATE ENTRY & BATHROOM PARKING 9 Mnts PORTS,86616764,Entire home/apt,39,2,193
Delicate private room w/ Full Tempur-Pedic bed,930257,Private room,30,1,51
Cozy living accross the beach,21638773,Entire home/apt,75,150,0
2 bed 2 bath apt all windows balcony rooftop pool,83265979,Entire home/apt,185,90,0
Boat life across the street from the beach,62762534,Private room,137,2,92
Entire 3/2 with PRIVATE SALTWATER POOL,130259621,Entire home/apt,185,4,78
Luxurious new apt at Hyde Resort 205,54772526,Entire home/apt,229,4,14
Worldmark Sea Gardens Studio,109904033,Private room,138,2,0
Wyndham/Worldmark Palm Aire 1 Bedroom,109904033,Entire home/apt,160,2,1
oceanfront 4 bedroom penthouse with large sundeck,75793222,Hotel room,600,2,15
The Nouvel - Luxurious 3BDR + 3 BR,31217365,Entire home/apt,450,10,0
GORGEOUS OCEAN FRONT RESIDENCE AT HYDE OCEANVIEW,47779754,Entire home/apt,184,2,25
COZY  PRIVATE ENTRY & BATHROOM PARKING NEAR PORT,86616764,Entire home/apt,43,2,164
